epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,190.529,1.09529,1.29299,1.3496,0.67779,0.28471,0.27275,0.13941,1.94377,3.2254,2.41607,0.0008119,0.0008119,0.0008119
21,198.555,1.02924,1.15543,1.27878,0.72343,0.21101,0.24466,0.12637,1.93166,3.01071,2.50046,0.000802,0.000802,0.000802
22,206.765,1.08907,1.17337,1.32483,0.7846,0.22885,0.23707,0.12701,1.93488,3.50172,2.42663,0.0007921,0.0007921,0.0007921
23,215.069,1.06274,1.14162,1.27134,0.873,0.25385,0.32243,0.1704,2.08496,2.9361,2.45981,0.0007822,0.0007822,0.0007822
24,223.304,1.04931,1.13046,1.30984,0.70526,0.25261,0.22451,0.12927,2.00334,3.75337,2.43813,0.0007723,0.0007723,0.0007723
25,231.625,1.02696,1.05375,1.27718,0.80794,0.32947,0.34613,0.17702,1.98437,3.01236,2.48872,0.0007624,0.0007624,0.0007624
26,239.929,1.01665,1.0841,1.27358,0.85312,0.25322,0.33916,0.19157,1.83938,3.00413,2.41407,0.0007525,0.0007525,0.0007525
27,248.068,0.98169,1.00293,1.24379,0.60357,0.3229,0.37865,0.19724,1.847,2.94051,2.36004,0.0007426,0.0007426,0.0007426
28,256.245,0.97973,1.06129,1.26616,0.55139,0.29382,0.22649,0.12485,1.88959,3.35946,2.4363,0.0007327,0.0007327,0.0007327
29,264.543,0.9478,0.99727,1.23535,0.39161,0.32226,0.31659,0.17287,1.8379,3.05691,2.31488,0.0007228,0.0007228,0.0007228
30,272.759,0.94759,0.98926,1.23475,0.79748,0.27746,0.32565,0.18091,1.9237,3.2571,2.38084,0.0007129,0.0007129,0.0007129
31,281.097,0.97788,1.04119,1.26198,0.7627,0.34612,0.28,0.15497,1.94666,3.17466,2.47428,0.000703,0.000703,0.000703
32,289.396,0.92503,0.90213,1.19707,0.84116,0.29478,0.35214,0.19817,1.87272,3.00218,2.34531,0.0006931,0.0006931,0.0006931
33,297.703,0.93209,0.92289,1.22415,0.77561,0.29983,0.32025,0.17846,1.88598,3.04098,2.41565,0.0006832,0.0006832,0.0006832
34,305.864,0.92172,0.91293,1.20382,0.78428,0.2521,0.29438,0.16249,1.84138,2.99787,2.35729,0.0006733,0.0006733,0.0006733
35,314.186,0.92756,0.90756,1.19643,0.73788,0.36495,0.32919,0.16767,2.02419,3.07386,2.46028,0.0006634,0.0006634,0.0006634
36,322.634,0.9113,0.88578,1.19684,0.77286,0.30454,0.32498,0.1904,1.77547,2.89054,2.26148,0.0006535,0.0006535,0.0006535
37,330.885,0.87302,0.82858,1.16382,0.48035,0.25962,0.34656,0.20934,1.79117,3.01286,2.29154,0.0006436,0.0006436,0.0006436
38,340.087,0.91525,0.87731,1.22087,0.61769,0.38096,0.37904,0.21561,1.75718,2.90992,2.24899,0.0006337,0.0006337,0.0006337
39,349.08,0.83425,0.83988,1.16415,0.31234,0.30271,0.30855,0.19253,1.90241,3.05116,2.32158,0.0006238,0.0006238,0.0006238
40,357.434,0.88757,0.86258,1.20353,0.71215,0.27281,0.25299,0.13908,1.91016,3.01677,2.28784,0.0006139,0.0006139,0.0006139
41,365.676,0.87091,0.85167,1.17023,0.48324,0.31214,0.28031,0.1626,1.84233,3.28237,2.26347,0.000604,0.000604,0.000604
42,373.732,0.85487,0.85616,1.16706,0.2362,0.3493,0.27686,0.14986,1.88189,3.23438,2.32294,0.0005941,0.0005941,0.0005941
43,382.058,0.86195,0.82873,1.16701,0.389,0.30446,0.34177,0.18893,1.90431,2.90832,2.35545,0.0005842,0.0005842,0.0005842
44,390.282,0.8454,0.79852,1.17424,0.31087,0.34362,0.32206,0.17411,1.96397,3.11905,2.38472,0.0005743,0.0005743,0.0005743
45,398.597,0.82449,0.7842,1.15091,0.25561,0.34217,0.28057,0.14807,2.00054,3.25853,2.41396,0.0005644,0.0005644,0.0005644
46,406.819,0.79288,0.72018,1.13404,0.31082,0.33839,0.31182,0.1721,1.91405,3.09605,2.34765,0.0005545,0.0005545,0.0005545
47,415.022,0.76797,0.71593,1.12909,0.38036,0.29414,0.34812,0.19112,1.9413,3.10622,2.32653,0.0005446,0.0005446,0.0005446
48,423.354,0.79691,0.75144,1.13954,0.29156,0.3215,0.31526,0.17478,1.96916,3.10416,2.32592,0.0005347,0.0005347,0.0005347
49,431.82,0.78434,0.76993,1.12424,0.39523,0.39398,0.38862,0.21001,1.8753,2.93823,2.27167,0.0005248,0.0005248,0.0005248
50,441.678,0.75317,0.71762,1.0982,0.42845,0.34896,0.40033,0.22866,1.85819,3.00535,2.30789,0.0005149,0.0005149,0.0005149
51,450.834,0.76172,0.72934,1.13282,0.38302,0.33185,0.35969,0.19563,1.91727,3.08006,2.33116,0.000505,0.000505,0.000505
52,459.087,0.77378,0.71981,1.13233,0.35386,0.43546,0.38326,0.20568,1.88482,3.06496,2.37865,0.0004951,0.0004951,0.0004951
53,467.346,0.75839,0.70722,1.12251,0.35188,0.37791,0.35563,0.18081,1.85484,3.12343,2.37543,0.0004852,0.0004852,0.0004852
54,475.645,0.73818,0.72604,1.1189,0.42676,0.37535,0.40634,0.22284,1.75981,2.96022,2.24358,0.0004753,0.0004753,0.0004753
55,483.81,0.74754,0.69911,1.1054,0.39532,0.34434,0.39164,0.21949,1.85009,2.96962,2.31047,0.0004654,0.0004654,0.0004654
56,492.049,0.79242,0.72453,1.13852,0.40358,0.33209,0.35643,0.19835,1.83054,3.04535,2.32169,0.0004555,0.0004555,0.0004555
57,500.394,0.76396,0.69372,1.10376,0.4551,0.36921,0.38144,0.21841,1.89017,2.96804,2.36367,0.0004456,0.0004456,0.0004456
58,508.789,0.72367,0.66074,1.10227,0.40021,0.37722,0.40231,0.23567,1.83739,2.90451,2.31672,0.0004357,0.0004357,0.0004357
59,517.168,0.75234,0.66316,1.11977,0.42365,0.38005,0.39286,0.23149,1.8579,2.98768,2.30829,0.0004258,0.0004258,0.0004258
60,525.208,0.71964,0.65901,1.08995,0.43966,0.33663,0.40497,0.23496,1.84764,2.88313,2.30647,0.0004159,0.0004159,0.0004159
61,533.464,0.73549,0.67376,1.11044,0.4586,0.37832,0.42737,0.2386,1.83537,2.88907,2.31561,0.000406,0.000406,0.000406
62,541.758,0.72261,0.67796,1.10572,0.47186,0.36716,0.40903,0.22732,1.80483,3.0144,2.32723,0.0003961,0.0003961,0.0003961
63,549.942,0.70329,0.67855,1.09463,0.44823,0.42053,0.42035,0.2367,1.80694,2.99741,2.31121,0.0003862,0.0003862,0.0003862
64,558.252,0.6951,0.64402,1.09091,0.45731,0.34664,0.39038,0.22033,1.855,2.95939,2.25995,0.0003763,0.0003763,0.0003763
65,566.486,0.65697,0.59303,1.03856,0.43831,0.38133,0.40905,0.23472,1.80686,2.96743,2.24372,0.0003664,0.0003664,0.0003664
66,574.837,0.67898,0.61016,1.05797,0.4422,0.39474,0.41723,0.22248,1.81355,3.00913,2.27903,0.0003565,0.0003565,0.0003565
67,583.083,0.65748,0.60655,1.05374,0.41269,0.39885,0.41136,0.21791,1.88211,2.95392,2.3265,0.0003466,0.0003466,0.0003466
68,591.363,0.66717,0.57242,1.06465,0.45544,0.40459,0.441,0.24724,1.80726,3.04312,2.30848,0.0003367,0.0003367,0.0003367
69,599.572,0.6368,0.56795,1.04943,0.41746,0.43523,0.40518,0.23076,1.78506,3.06449,2.26032,0.0003268,0.0003268,0.0003268
70,607.919,0.67509,0.62935,1.06774,0.35584,0.44605,0.40526,0.23464,1.76447,2.99578,2.24383,0.0003169,0.0003169,0.0003169
71,616.131,0.64961,0.58599,1.03764,0.35536,0.39119,0.39447,0.22611,1.78977,3.00181,2.20061,0.000307,0.000307,0.000307
72,624.29,0.66851,0.60719,1.07253,0.42974,0.39411,0.40834,0.24881,1.75573,3.06351,2.1639,0.0002971,0.0002971,0.0002971
73,632.413,0.67437,0.61459,1.06425,0.43294,0.3961,0.38297,0.2297,1.74999,3.02763,2.18505,0.0002872,0.0002872,0.0002872
74,640.696,0.64329,0.59486,1.08202,0.49085,0.33514,0.39892,0.22281,1.77086,3.03372,2.24229,0.0002773,0.0002773,0.0002773
75,648.767,0.61787,0.56555,1.03596,0.50961,0.34485,0.42111,0.24312,1.74106,2.96152,2.21906,0.0002674,0.0002674,0.0002674
76,656.928,0.61603,0.58371,1.05498,0.40772,0.43857,0.42554,0.23206,1.73602,2.93974,2.20816,0.0002575,0.0002575,0.0002575
77,665.05,0.62089,0.55824,1.04539,0.48361,0.38814,0.43409,0.22955,1.73742,2.97587,2.20805,0.0002476,0.0002476,0.0002476
78,673.295,0.60452,0.55485,1.03522,0.49224,0.38071,0.42801,0.23107,1.76723,2.94447,2.22474,0.0002377,0.0002377,0.0002377
79,681.782,0.59063,0.54062,1.02792,0.3972,0.459,0.42564,0.22787,1.8273,2.99785,2.27055,0.0002278,0.0002278,0.0002278
80,690.032,0.59762,0.55574,1.02041,0.41244,0.42469,0.42579,0.23141,1.84546,3.06518,2.27849,0.0002179,0.0002179,0.0002179
81,698.443,0.63026,0.57743,1.05626,0.39409,0.44929,0.41322,0.23286,1.82512,2.98549,2.27235,0.000208,0.000208,0.000208
82,706.781,0.58708,0.52637,1.01494,0.44037,0.38909,0.40943,0.23016,1.80875,2.98557,2.25148,0.0001981,0.0001981,0.0001981
83,715.114,0.57931,0.53761,1.02563,0.50178,0.40879,0.42756,0.24571,1.78744,2.93095,2.25923,0.0001882,0.0001882,0.0001882
84,723.477,0.59079,0.53653,1.01683,0.48846,0.41014,0.42242,0.24394,1.83352,2.97518,2.27311,0.0001783,0.0001783,0.0001783
85,731.642,0.57356,0.53852,1.02562,0.48984,0.40742,0.42149,0.24358,1.81385,2.90915,2.25819,0.0001684,0.0001684,0.0001684
86,740.073,0.55708,0.51689,1.02882,0.49224,0.42832,0.4357,0.24318,1.82436,2.90316,2.2801,0.0001585,0.0001585,0.0001585
87,748.524,0.56896,0.51835,1.02041,0.50011,0.41202,0.44754,0.23732,1.81601,2.94293,2.28432,0.0001486,0.0001486,0.0001486
88,756.805,0.58586,0.53081,1.01758,0.52374,0.41822,0.45009,0.25258,1.80312,2.96123,2.28674,0.0001387,0.0001387,0.0001387
89,765.035,0.53711,0.48017,0.99748,0.53159,0.40598,0.45549,0.25055,1.82407,2.9541,2.26247,0.0001288,0.0001288,0.0001288
90,773.502,0.5479,0.49545,0.9965,0.54573,0.41606,0.46401,0.25051,1.83085,2.90237,2.25254,0.0001189,0.0001189,0.0001189
91,805.094,0.43288,0.3935,0.92134,0.42769,0.46241,0.45138,0.23761,1.89383,2.97099,2.29555,0.000109,0.000109,0.000109
92,813.376,0.45969,0.39701,0.95129,0.53578,0.36913,0.44627,0.24012,1.91142,2.98532,2.31092,9.91e-05,9.91e-05,9.91e-05
93,821.584,0.43373,0.3807,0.95254,0.48836,0.38387,0.44646,0.25101,1.85219,2.92993,2.2784,8.92e-05,8.92e-05,8.92e-05
94,829.768,0.40443,0.36562,0.93359,0.48452,0.40471,0.4498,0.25563,1.84447,2.89207,2.26078,7.93e-05,7.93e-05,7.93e-05
95,838.001,0.40085,0.3587,0.91619,0.46326,0.42203,0.44964,0.26499,1.8325,2.88301,2.27119,6.94e-05,6.94e-05,6.94e-05
96,846.813,0.42515,0.36039,0.94275,0.5093,0.40637,0.45814,0.25389,1.85226,2.95885,2.28025,5.95e-05,5.95e-05,5.95e-05
97,855.021,0.41202,0.36537,0.93542,0.49353,0.38794,0.45108,0.24607,1.88039,3.00168,2.30909,4.96e-05,4.96e-05,4.96e-05
98,863.285,0.40018,0.34741,0.92408,0.48831,0.3891,0.44139,0.23346,1.92317,3.0426,2.33673,3.97e-05,3.97e-05,3.97e-05
99,871.584,0.3869,0.34223,0.90812,0.48877,0.39599,0.44411,0.23492,1.93994,3.01317,2.34817,2.98e-05,2.98e-05,2.98e-05
100,880.085,0.37128,0.34091,0.90235,0.5075,0.40392,0.44457,0.23611,1.92075,3.01427,2.34257,1.99e-05,1.99e-05,1.99e-05
