epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,199.986,1.02576,1.13631,1.27275,0.83859,0.12692,0.19351,0.09653,2.18253,3.38028,2.78582,0.0008119,0.0008119,0.0008119
21,209.122,0.99878,1.15305,1.25972,0.82802,0.15481,0.2164,0.11395,1.96632,3.46812,2.53929,0.000802,0.000802,0.000802
22,218.226,1.05131,1.14058,1.30996,0.8666,0.21058,0.29725,0.12535,2.06773,3.29107,2.58735,0.0007921,0.0007921,0.0007921
23,226.521,1.00516,1.05775,1.24054,0.72355,0.22832,0.24822,0.138,2.0561,3.35038,2.57411,0.0007822,0.0007822,0.0007822
24,235.082,1.00484,1.08458,1.26752,0.71166,0.31684,0.30917,0.15435,1.96804,3.37365,2.55776,0.0007723,0.0007723,0.0007723
25,244.117,0.97536,1.04377,1.24796,0.74577,0.29279,0.35341,0.19295,1.94741,3.1894,2.46839,0.0007624,0.0007624,0.0007624
26,253.999,0.97848,1.01906,1.23713,0.76649,0.27465,0.31859,0.16095,2.20724,3.16095,2.69944,0.0007525,0.0007525,0.0007525
27,264.737,0.93342,0.96667,1.22887,0.7075,0.30505,0.31858,0.16028,2.08037,3.18439,2.61255,0.0007426,0.0007426,0.0007426
28,275.332,0.89526,0.94207,1.20128,0.75079,0.29012,0.33656,0.15483,1.9845,3.26238,2.58146,0.0007327,0.0007327,0.0007327
29,285.055,0.90093,0.92315,1.19247,0.73758,0.26545,0.34195,0.16607,1.96794,3.09454,2.53004,0.0007228,0.0007228,0.0007228
30,295.117,0.85543,0.89068,1.18281,0.56726,0.27369,0.31671,0.15465,2.03174,3.3103,2.64577,0.0007129,0.0007129,0.0007129
31,305.993,0.89838,0.90627,1.20094,0.3484,0.27771,0.29665,0.13518,2.0477,3.34481,2.5852,0.000703,0.000703,0.000703
32,315.795,0.89612,0.86801,1.18412,0.45563,0.23649,0.28876,0.17485,1.98836,3.29295,2.55596,0.0006931,0.0006931,0.0006931
33,325.607,0.90232,0.84572,1.20457,0.34865,0.29921,0.29456,0.14098,2.24446,3.32496,2.7919,0.0006832,0.0006832,0.0006832
34,335.345,0.90103,0.8832,1.18889,0.40134,0.34225,0.36519,0.1939,2.14507,3.18051,2.67734,0.0006733,0.0006733,0.0006733
35,345.224,0.87835,0.86666,1.16605,0.52458,0.32378,0.31625,0.16155,1.88294,3.24389,2.45199,0.0006634,0.0006634,0.0006634
36,355.213,0.8865,0.8745,1.16102,0.58849,0.32714,0.31298,0.16991,1.88433,3.2485,2.43966,0.0006535,0.0006535,0.0006535
37,365.092,0.83224,0.79546,1.14877,0.43722,0.27131,0.32674,0.15436,2.07408,3.30727,2.5366,0.0006436,0.0006436,0.0006436
38,373.964,0.87313,0.81529,1.16438,0.35306,0.37998,0.31813,0.17103,2.09302,3.33554,2.51393,0.0006337,0.0006337,0.0006337
39,382.332,0.81606,0.77058,1.13553,0.36305,0.34611,0.32639,0.17917,1.99998,3.28543,2.5224,0.0006238,0.0006238,0.0006238
40,391.023,0.78532,0.78293,1.12812,0.41205,0.30754,0.3564,0.18648,2.03666,3.38671,2.55007,0.0006139,0.0006139,0.0006139
41,400.484,0.79958,0.78768,1.13684,0.38897,0.39152,0.38798,0.20824,2.08566,3.31464,2.58501,0.000604,0.000604,0.000604
42,410.4,0.84337,0.76692,1.1628,0.35434,0.31931,0.37102,0.18184,2.00035,3.34293,2.412,0.0005941,0.0005941,0.0005941
43,420.033,0.79151,0.74928,1.12407,0.42115,0.39894,0.38366,0.19993,1.85113,3.19938,2.36551,0.0005842,0.0005842,0.0005842
44,429.765,0.78931,0.74607,1.13461,0.26146,0.39135,0.32221,0.16768,1.96531,3.24231,2.49265,0.0005743,0.0005743,0.0005743
45,439.273,0.79081,0.74067,1.11299,0.28459,0.3618,0.33294,0.17193,1.94428,3.42439,2.49863,0.0005644,0.0005644,0.0005644
46,449.015,0.77376,0.71788,1.11112,0.38546,0.31122,0.34541,0.20104,1.86701,3.33285,2.40414,0.0005545,0.0005545,0.0005545
47,458.704,0.78081,0.73218,1.13461,0.42065,0.32998,0.34312,0.19427,2.21751,3.34783,2.60831,0.0005446,0.0005446,0.0005446
48,468.306,0.76976,0.72833,1.12837,0.36114,0.31512,0.31298,0.1797,2.28818,3.48422,2.70086,0.0005347,0.0005347,0.0005347
49,477.843,0.77278,0.70104,1.1092,0.3388,0.30551,0.29092,0.15917,2.15723,3.59387,2.61472,0.0005248,0.0005248,0.0005248
50,487.599,0.73051,0.65937,1.08409,0.44092,0.30945,0.36118,0.18421,2.31783,3.31777,2.71465,0.0005149,0.0005149,0.0005149
51,497.208,0.7846,0.70411,1.13689,0.39656,0.40759,0.41825,0.21216,2.29125,3.14905,2.70323,0.000505,0.000505,0.000505
52,506.855,0.77245,0.69288,1.11441,0.43514,0.35359,0.38567,0.20062,2.12491,3.26772,2.69074,0.0004951,0.0004951,0.0004951
53,516.639,0.7372,0.67463,1.10753,0.42893,0.37316,0.3974,0.19271,2.19892,3.28309,2.73395,0.0004852,0.0004852,0.0004852
54,526.512,0.73679,0.66083,1.09885,0.37009,0.37819,0.37208,0.21188,2.26404,3.37915,2.71553,0.0004753,0.0004753,0.0004753
55,535.753,0.74254,0.65799,1.09685,0.34658,0.40769,0.34227,0.19452,2.18359,3.53673,2.72336,0.0004654,0.0004654,0.0004654
56,545.656,0.73653,0.67576,1.10764,0.36639,0.39121,0.32958,0.15952,2.29143,3.57195,2.72753,0.0004555,0.0004555,0.0004555
57,555.705,0.71835,0.63486,1.08392,0.37804,0.32386,0.34223,0.18034,2.35694,3.38505,2.78059,0.0004456,0.0004456,0.0004456
58,565.664,0.71857,0.62266,1.06253,0.37525,0.32522,0.32109,0.18208,2.25043,3.5236,2.76428,0.0004357,0.0004357,0.0004357
59,575.242,0.71193,0.65865,1.09204,0.33536,0.3368,0.32485,0.16402,2.24317,3.76349,2.69681,0.0004258,0.0004258,0.0004258
60,584.837,0.70332,0.63254,1.06807,0.39633,0.38831,0.36312,0.19149,2.25581,3.39504,2.63521,0.0004159,0.0004159,0.0004159
61,594.207,0.69249,0.62746,1.08248,0.43324,0.38505,0.3856,0.20527,2.29329,3.24406,2.639,0.000406,0.000406,0.000406
62,603.832,0.71633,0.6443,1.09388,0.49014,0.35689,0.40927,0.22585,2.2142,3.23302,2.63316,0.0003961,0.0003961,0.0003961
63,613.554,0.6803,0.63017,1.06822,0.40537,0.32581,0.39012,0.1997,2.25376,3.42213,2.65949,0.0003862,0.0003862,0.0003862
64,623.229,0.69576,0.61669,1.08068,0.42451,0.30262,0.36122,0.17593,2.36119,3.31649,2.7241,0.0003763,0.0003763,0.0003763
65,633.274,0.66789,0.58902,1.05913,0.35723,0.35067,0.35493,0.17955,2.25801,3.27342,2.62892,0.0003664,0.0003664,0.0003664
66,643.005,0.6411,0.57191,1.02622,0.45324,0.33036,0.37207,0.1856,2.23895,3.25189,2.72027,0.0003565,0.0003565,0.0003565
67,652.614,0.62906,0.57609,1.03121,0.50137,0.30216,0.38258,0.19625,2.2271,3.34584,2.71734,0.0003466,0.0003466,0.0003466
68,662.406,0.65398,0.59889,1.05795,0.4842,0.36224,0.40158,0.20993,2.15923,3.39191,2.63023,0.0003367,0.0003367,0.0003367
69,671.956,0.65662,0.58452,1.05466,0.44688,0.40953,0.40661,0.22227,2.23436,3.29763,2.64657,0.0003268,0.0003268,0.0003268
70,681.613,0.61251,0.54921,1.01956,0.47605,0.36514,0.40862,0.2268,2.31462,3.27428,2.69678,0.0003169,0.0003169,0.0003169
71,690.923,0.64972,0.59219,1.03454,0.45368,0.38453,0.40514,0.20463,2.26083,3.3552,2.69522,0.000307,0.000307,0.000307
72,700.409,0.61177,0.55174,1.03575,0.45048,0.3799,0.39965,0.19413,2.1341,3.33228,2.64766,0.0002971,0.0002971,0.0002971
73,709.606,0.67571,0.5999,1.06845,0.42619,0.39542,0.37371,0.18883,2.11362,3.33021,2.6026,0.0002872,0.0002872,0.0002872
74,718.673,0.58211,0.55223,1.03363,0.38971,0.3954,0.39514,0.19564,2.08296,3.3063,2.62574,0.0002773,0.0002773,0.0002773
75,728.248,0.58787,0.55084,1.01508,0.49083,0.34737,0.37987,0.20645,1.96075,3.32523,2.52246,0.0002674,0.0002674,0.0002674
76,737.88,0.61824,0.53624,1.04661,0.4865,0.31559,0.37571,0.18545,1.96309,3.41384,2.51318,0.0002575,0.0002575,0.0002575
77,747.542,0.60728,0.53617,1.03005,0.4339,0.37997,0.39682,0.20344,1.98008,3.3958,2.47804,0.0002476,0.0002476,0.0002476
78,757.344,0.58224,0.52946,1.01624,0.396,0.412,0.41997,0.21356,1.99757,3.41608,2.50097,0.0002377,0.0002377,0.0002377
79,766.794,0.59847,0.52743,1.01254,0.45746,0.38484,0.40926,0.22231,2.04985,3.42027,2.52415,0.0002278,0.0002278,0.0002278
80,776.386,0.59444,0.51996,1.0217,0.47518,0.35143,0.39185,0.20487,2.09418,3.36939,2.55461,0.0002179,0.0002179,0.0002179
81,786.063,0.5912,0.52315,1.01951,0.39411,0.39991,0.41385,0.22051,2.04483,3.27756,2.52358,0.000208,0.000208,0.000208
82,795.326,0.55594,0.48751,0.99685,0.39904,0.38453,0.40999,0.22295,2.05399,3.32378,2.50902,0.0001981,0.0001981,0.0001981
83,804.957,0.55973,0.49857,1.00627,0.43085,0.38491,0.40064,0.21613,2.00997,3.35466,2.49635,0.0001882,0.0001882,0.0001882
84,814.828,0.54415,0.50015,0.99291,0.40922,0.38782,0.41025,0.20237,2.02881,3.49251,2.57403,0.0001783,0.0001783,0.0001783
85,824.185,0.52419,0.50062,0.99937,0.44203,0.36936,0.40754,0.19902,2.09442,3.45305,2.60781,0.0001684,0.0001684,0.0001684
86,833.888,0.53174,0.484,0.9934,0.4483,0.36294,0.41765,0.20776,2.22106,3.38551,2.68204,0.0001585,0.0001585,0.0001585
87,842.996,0.53905,0.48741,1.00262,0.457,0.37087,0.4153,0.2154,2.1706,3.30795,2.60465,0.0001486,0.0001486,0.0001486
88,852.429,0.52304,0.49932,0.98983,0.4299,0.37282,0.38766,0.20508,2.13584,3.42403,2.55543,0.0001387,0.0001387,0.0001387
89,861.764,0.532,0.49048,1.005,0.40562,0.38038,0.37737,0.19861,2.08101,3.46073,2.52063,0.0001288,0.0001288,0.0001288
90,871.603,0.5276,0.484,0.9919,0.45705,0.31626,0.38315,0.19978,1.99542,3.36843,2.47449,0.0001189,0.0001189,0.0001189
